label,text,text_,tokens_text_,tokens_text_length_
outros,Audiência de conciliação ou mediação,audiencia conciliacao mediacao,"['audiencia', 'conciliacao', 'mediacao']",3
outros,"OAB/SP 120.394, Flavio Neves Costa - OAB/SP 153.447, Raphael Neves Costa - OAB/SP",oab sp flavio neves costa oab sp raphael neves costa oab sp,"['oab', 'sp', 'flavio', 'neves', 'costa', 'oab', 'sp', 'raphael', 'neves', 'costa', 'oab', 'sp']",12
constituicao_mora,"4. O autor, seguindo os procedimentos estabelecidos pela Lei 13.043/2014, constituiu a mora do réu, por meio da notificação formalizada por carta registrada com aviso de recebimento (doc. nº 04).",autor seguindo procedimentos estabelecidos lei constituiu mora reu meio notificacao formalizada carta registrada aviso recebimento doc,"['autor', 'seguindo', 'procedimentos', 'estabelecidos', 'lei', 'constituiu', 'mora', 'reu', 'meio', 'notificacao', 'formalizada', 'carta', 'registrada', 'aviso', 'recebimento', 'doc']",16
inadimplemento,"3. Ocorre, porém, que a ré tornou-se inadimplente, deixando de efetuar o pagamento das prestações a partir de 26/06/2017, incorrendo em mora desde então, nos termos do artigo 2º e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014.",ocorre porem re tornou inadimplente deixando efetuar pagamento prestacoes partir incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei,"['ocorre', 'porem', 're', 'tornou', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei']",21
alienacao_fiduciaria,"2. Em garantia das obrigações assumidas a ré (réu) transferiu em Alienação Fiduciária, o bem descrito no supramencionado contrato a saber: a) ""VEÍCULO MARCA VOLKSWAGEN, MODELO VOYAGE TRENDLINE 1.6 16V, CHASSIS 9BWDB45UXFT064204, PLACA FUT1528, RENAVAM 1028519602, COR PRATA , ANO 2014/2015, MOVIDO À BICOMBUSTIVEL"".",garantia obrigacoes assumidas re reu transferiu alienacao fiduciaria bem descrito supramencionado contrato saber veiculo marca volkswagen modelo voyage trendline chassis placa renavam cor prata ano movido bicombustivel,"['garantia', 'obrigacoes', 'assumidas', 're', 'reu', 'transferiu', 'alienacao', 'fiduciaria', 'bem', 'descrito', 'supramencionado', 'contrato', 'saber', 'veiculo', 'marca', 'volkswagen', 'modelo', 'voyage', 'trendline', 'chassis', 'placa', 'renavam', 'cor', 'prata', 'ano', 'movido', 'bicombustivel']",27
contrato,"1. O autor concedeu a ré um financiamento no valor de R$37.286,50 (trinta e sete mil, duzentos e oitenta e seis reais e cinquenta centavos), para ser restituído por meio de 48 prestações mensais, no valor de R$1.075,35 (um mil, setenta e cinco reais e trinta e cinco centavos), com vencimento final em 26/11/2018, mediante Contrato de Financiamento 34114841 para Aquisição de Bens, garantido por Alienação Fiduciária, celebrado em 26/12/2014.",autor concedeu re financiamento valor trinta sete mil duzentos oitenta seis reais cinquenta centavos ser restituido meio prestacoes mensais valor mil setenta cinco reais trinta cinco centavos vencimento final mediante contrato financiamento aquisicao bens garantido alienacao fiduciaria celebrado,"['autor', 'concedeu', 're', 'financiamento', 'valor', 'trinta', 'sete', 'mil', 'duzentos', 'oitenta', 'seis', 'reais', 'cinquenta', 'centavos', 'ser', 'restituido', 'meio', 'prestacoes', 'mensais', 'valor', 'mil', 'setenta', 'cinco', 'reais', 'trinta', 'cinco', 'centavos', 'vencimento', 'final', 'mediante', 'contrato', 'financiamento', 'aquisicao', 'bens', 'garantido', 'alienacao', 'fiduciaria', 'celebrado']",38
outros,CENTRAL DE ACORDOS: ACORDO@HCOSTA.COM.BR,central acordos acordo hcosta br,"['central', 'acordos', 'acordo', 'hcosta', 'br']",5
outros,Pasta nº. 157133 - G.S.M,pasta g s m,"['pasta', 'g', 's', 'm']",4
outros,São Paulo/SP – CEP 01310-000,sao paulo sp cep,"['sao', 'paulo', 'sp', 'cep']",4
outros,São Paulo/SP – CEP 01310-000,sao paulo sp cep,"['sao', 'paulo', 'sp', 'cep']",4
constituicao_mora,"4. O autor, seguindo os procedimentos estabelecidos pela Lei 13.043/14, constituiu a mora da(o) ré(u), por meio da notificação formalizada por car- ta registrada com aviso de recebimento (doc. nº 04).",autor seguindo procedimentos estabelecidos lei constituiu mora re meio notificacao formalizada car ta registrada aviso recebimento doc,"['autor', 'seguindo', 'procedimentos', 'estabelecidos', 'lei', 'constituiu', 'mora', 're', 'meio', 'notificacao', 'formalizada', 'car', 'ta', 'registrada', 'aviso', 'recebimento', 'doc']",17
inadimplemento,"3. Ocorre, porém, que a(o) ré(u) tornou-se inadimplente, deixan- do de efetuar o pagamento das prestações a partir de 28/12/2017, incorrendo em mora desde então, nos termos do artigo 2º e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/14.",ocorre porem re tornou inadimplente deixan efetuar pagamento prestacoes partir incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei,"['ocorre', 'porem', 're', 'tornou', 'inadimplente', 'deixan', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei']",21
alienacao_fiduciaria,"2. Em garantia das obrigações assumidas a(o) ré(u) transferiu em Alienação Fiduciária, o bem descrito no supramencionado contrato a saber: Auto- móvel, marca: Volkswagen, modelo: Gol Comfortline 1.0 T. Flex 12V 5p, ano de fabri- cação/modelo: 2016/2017, cor: BRANCA, chassi: 9BWAB45U4HP041824, renavam: 1099347936, placas: FSL9279.",garantia obrigacoes assumidas re transferiu alienacao fiduciaria bem descrito supramencionado contrato saber auto movel marca volkswagen modelo gol comfortline t flex ano fabri cacao modelo cor branca chassi renavam placas,"['garantia', 'obrigacoes', 'assumidas', 're', 'transferiu', 'alienacao', 'fiduciaria', 'bem', 'descrito', 'supramencionado', 'contrato', 'saber', 'auto', 'movel', 'marca', 'volkswagen', 'modelo', 'gol', 'comfortline', 't', 'flex', 'ano', 'fabri', 'cacao', 'modelo', 'cor', 'branca', 'chassi', 'renavam', 'placas']",30
contrato,"1. O autor concedeu a(o) ré(u) um financiamento no valor de R$53.956,35 (cinquenta e três mil, novecentos e cinquenta e seis reais e trinta e cinco centavos), para ser restituído por meio de 36 prestações mensais, no valor de R$1.091,61 (um mil, noventa e um reais e sessenta e um centavos), com vencimento final em 28/09/2019, mediante inclusa Cédula de Crédito Bancário nº37751915.",autor concedeu re financiamento valor cinquenta tres mil novecentos cinquenta seis reais trinta cinco centavos ser restituido meio prestacoes mensais valor mil noventa reais sessenta centavos vencimento final mediante inclusa cedula credito bancario,"['autor', 'concedeu', 're', 'financiamento', 'valor', 'cinquenta', 'tres', 'mil', 'novecentos', 'cinquenta', 'seis', 'reais', 'trinta', 'cinco', 'centavos', 'ser', 'restituido', 'meio', 'prestacoes', 'mensais', 'valor', 'mil', 'noventa', 'reais', 'sessenta', 'centavos', 'vencimento', 'final', 'mediante', 'inclusa', 'cedula', 'credito', 'bancario']",33
outros,São Paulo/SP – CEP 01310-000,sao paulo sp cep,"['sao', 'paulo', 'sp', 'cep']",4
outros,"Nos termos do artigo 334, § 5º, do Código de Processo Civil, o autor desde já manifesta seu desinteresse na realização de audiência conciliatória ou de mediação, não só pela natureza do procedimento, como também pelas inúmeras tentativas junto à parte demandada para resolver amigavelmente a pendência, sem sucesso.",termos artigo SS codigo processo civil autor desde ja manifesta desinteresse realizacao audiencia conciliatoria mediacao nao so natureza procedimento tambem inumeras tentativas junto parte demandada resolver amigavelmente pendencia sucesso,"['termos', 'artigo', 'SS', 'codigo', 'processo', 'civil', 'autor', 'desde', 'ja', 'manifesta', 'desinteresse', 'realizacao', 'audiencia', 'conciliatoria', 'mediacao', 'nao', 'so', 'natureza', 'procedimento', 'tambem', 'inumeras', 'tentativas', 'junto', 'parte', 'demandada', 'resolver', 'amigavelmente', 'pendencia', 'sucesso']",29
outros,PEREIRA OLIVEIRA ADVOGADOS ASSOCIADOS,pereira oliveira advogados associados,"['pereira', 'oliveira', 'advogados', 'associados']",4
outros,PEREIRA OLIVEIRA ADVOGADOS ASSOCIADOS,pereira oliveira advogados associados,"['pereira', 'oliveira', 'advogados', 'associados']",4
outros,Página 2 de 3,pagina,['pagina'],1
outros,PEREIRA OLIVEIRA ADVOGADOS ASSOCIADOS,pereira oliveira advogados associados,"['pereira', 'oliveira', 'advogados', 'associados']",4
constituicao_mora,"O autor, seguindo os procedimentos estabelecidos pela Lei 13.043/2014, constituiu a mora da ré, por meio do protesto, devidamente lavrado por tabelião competente com aviso de recebimento em anexo.",autor seguindo procedimentos estabelecidos lei constituiu mora re meio protesto devidamente lavrado tabeliao competente aviso recebimento anexo,"['autor', 'seguindo', 'procedimentos', 'estabelecidos', 'lei', 'constituiu', 'mora', 're', 'meio', 'protesto', 'devidamente', 'lavrado', 'tabeliao', 'competente', 'aviso', 'recebimento', 'anexo']",17
inadimplemento,"Ocorre, porém, que o (a) réu (ré) tornou-se inadimplente, deixando de efetuar o pagamento das prestações a partir de 18/10/2015, incorrendo em mora desde então, nos termos do artigo 2º e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014.",ocorre porem reu re tornou inadimplente deixando efetuar pagamento prestacoes partir incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei,"['ocorre', 'porem', 'reu', 're', 'tornou', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei']",22
alienacao_fiduciaria,"Em garantia das obrigações assumidas o(a) réu(ré) transferiu em Alienação Fiduciária, o bem descrito no supramencionado contrato, a saber: (01) Um veículo de marca PEUGEOT, modelo 408, ano/modelo 2011/ 2012, cor BRANCA, chassi 8AD4DRFJWCG045171, Placa EWQ3130.",garantia obrigacoes assumidas reu re transferiu alienacao fiduciaria bem descrito supramencionado contrato saber veiculo marca peugeot modelo ano modelo cor branca chassi placa,"['garantia', 'obrigacoes', 'assumidas', 'reu', 're', 'transferiu', 'alienacao', 'fiduciaria', 'bem', 'descrito', 'supramencionado', 'contrato', 'saber', 'veiculo', 'marca', 'peugeot', 'modelo', 'ano', 'modelo', 'cor', 'branca', 'chassi', 'placa']",23
contrato,"O autor concedeu o(a) réu(ré) um financiamento no valor de R$ 30.000,00 (trinta mil reais), para ser restituído por meio de 36 (trinta e seis) prestações mensais, no valor de R$ 1.150,46 (um mil, cento e cinquenta reais e quarenta e seis centavos), com vencimento final em 18/11/2017, mediante Contrato de Financiamento nº 4369536600 para Aquisição de Bens, garantido por Alienação Fiduciária, celebrado em 18/11/2014.",autor concedeu reu re financiamento valor trinta mil reais ser restituido meio trinta seis prestacoes mensais valor mil cento cinquenta reais quarenta seis centavos vencimento final mediante contrato financiamento aquisicao bens garantido alienacao fiduciaria celebrado,"['autor', 'concedeu', 'reu', 're', 'financiamento', 'valor', 'trinta', 'mil', 'reais', 'ser', 'restituido', 'meio', 'trinta', 'seis', 'prestacoes', 'mensais', 'valor', 'mil', 'cento', 'cinquenta', 'reais', 'quarenta', 'seis', 'centavos', 'vencimento', 'final', 'mediante', 'contrato', 'financiamento', 'aquisicao', 'bens', 'garantido', 'alienacao', 'fiduciaria', 'celebrado']",35
outros,PEREIRA OLIVEIRA ADVOGADOS ASSOCIADOS,pereira oliveira advogados associados,"['pereira', 'oliveira', 'advogados', 'associados']",4
outros,NPJUR 535636,npjur,['npjur'],1
outros,NPJUR 535636,npjur,['npjur'],1
constituicao_mora,"4. O autor, seguindo os procedimentos estabelecidos pela Lei 13.043/2014, constituiu a mora da ré, por meio da notificação formalizada por carta registrada com aviso de recebimento (doc. nº 04).",autor seguindo procedimentos estabelecidos lei constituiu mora re meio notificacao formalizada carta registrada aviso recebimento doc,"['autor', 'seguindo', 'procedimentos', 'estabelecidos', 'lei', 'constituiu', 'mora', 're', 'meio', 'notificacao', 'formalizada', 'carta', 'registrada', 'aviso', 'recebimento', 'doc']",16
inadimplemento,"3. Ocorre, porém, que a ré tornou-se inadimplente, deixando de efetuar o pagamento das prestações a partir de 23/08/2015, incorrendo em mora desde então, nos termos do artigo 2º e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014.",ocorre porem re tornou inadimplente deixando efetuar pagamento prestacoes partir incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei,"['ocorre', 'porem', 're', 'tornou', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei']",21
outros,NPJUR 535636,npjur,['npjur'],1
alienacao_fiduciaria,"2. Em garantia das obrigações assumidas o réu transferiu em Alienação Fiduciária, o bem descrito no supra mencionado contrato a saber: marca HONDA, modelo NXR 150 BROS-ES MIX 0P (AG) BASICO, chassi n.º9C2KD0550ER212258, ano de fabricação 2014 e modelo 2014, cor PRETA, placa ESW- 5847, RENAVAM 994336802 (Doc. anexo)",garantia obrigacoes assumidas reu transferiu alienacao fiduciaria bem descrito supra mencionado contrato saber marca honda modelo nxr bros es mix ag basico chassi n ano fabricacao modelo cor preta placa esw renavam doc anexo,"['garantia', 'obrigacoes', 'assumidas', 'reu', 'transferiu', 'alienacao', 'fiduciaria', 'bem', 'descrito', 'supra', 'mencionado', 'contrato', 'saber', 'marca', 'honda', 'modelo', 'nxr', 'bros', 'es', 'mix', 'ag', 'basico', 'chassi', 'n', 'ano', 'fabricacao', 'modelo', 'cor', 'preta', 'placa', 'esw', 'renavam', 'doc', 'anexo']",34
contrato,"1. O autor concedeu à ré um financiamento no valor de R$ 7.665,33, para ser restituído por meio de 36 prestações mensais, no valor de R$ 335,00, com vencimento final em 23/01/2018, mediante Contrato de Financiamento para Aquisição de Bens, garantido por Alienação Fiduciária, celebrado em 23/01/2015.",autor concedeu re financiamento valor ser restituido meio prestacoes mensais valor vencimento final mediante contrato financiamento aquisicao bens garantido alienacao fiduciaria celebrado,"['autor', 'concedeu', 're', 'financiamento', 'valor', 'ser', 'restituido', 'meio', 'prestacoes', 'mensais', 'valor', 'vencimento', 'final', 'mediante', 'contrato', 'financiamento', 'aquisicao', 'bens', 'garantido', 'alienacao', 'fiduciaria', 'celebrado']",22
outros,EXCELENTÍSSIMO SENHOR DOUTOR JUIZ DE DIREITO DE UMA DAS VARAS CÍVEIS DA COMARCA DE ARAÇATUBA – SP,excelentissimo senhor doutor juiz direito varas civeis comarca aracatuba sp,"['excelentissimo', 'senhor', 'doutor', 'juiz', 'direito', 'varas', 'civeis', 'comarca', 'aracatuba', 'sp']",10
outros,"São Paulo (Matriz) - Rua João Adolfo, 118, 4º Andar, Centro - São Paulo, SP - Telefone: (11) 3292-9800 / Fax: (11) 3292-9838",sao paulo matriz rua joao adolfo andar centro sao paulo sp telefone fax,"['sao', 'paulo', 'matriz', 'rua', 'joao', 'adolfo', 'andar', 'centro', 'sao', 'paulo', 'sp', 'telefone', 'fax']",13
outros,"São Paulo (Matriz) - Rua João Adolfo, 118, 4º Andar, Centro - São Paulo, SP - Telefone: (11) 3292-9800 / Fax: (11) 3292-9838",sao paulo matriz rua joao adolfo andar centro sao paulo sp telefone fax,"['sao', 'paulo', 'matriz', 'rua', 'joao', 'adolfo', 'andar', 'centro', 'sao', 'paulo', 'sp', 'telefone', 'fax']",13
constituicao_mora,"4. A autora, seguindo os procedimentos estabelecidos pela Lei 13.043/2014, constituiu a mora do réu, por meio da notificação formalizada por carta registrada com aviso de recebimento (doc. nº 04).",autora seguindo procedimentos estabelecidos lei constituiu mora reu meio notificacao formalizada carta registrada aviso recebimento doc,"['autora', 'seguindo', 'procedimentos', 'estabelecidos', 'lei', 'constituiu', 'mora', 'reu', 'meio', 'notificacao', 'formalizada', 'carta', 'registrada', 'aviso', 'recebimento', 'doc']",16
inadimplemento,"3. Ocorre, porém, que o réu tornou-se inadimplente, deixando de efetuar o pagamento das prestações a partir da parcela nº 19 á 46, com vencimento entre 03/01/2017 á 03/04/2019, incorrendo em mora desde então, nos termos do artigo 2º e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014.",ocorre porem reu tornou inadimplente deixando efetuar pagamento prestacoes partir parcela vencimento incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei,"['ocorre', 'porem', 'reu', 'tornou', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'parcela', 'vencimento', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei']",23
alienacao_fiduciaria,"2. Em garantia das obrigações assumidas o réu transferiu em Alienação Fiduciária, o bem descrito no supramencionado contrato a saber: UM VEICULO MARCA VOLKSWAGEN – MODELO GOL 1.0 8V G5 – CHASSI 9BWAA05U5BP062555 – RENAVAM 00251583520 – PLACA ERY3394 – ANO/MODELO 2010/2011 – COR VERMELHA.",garantia obrigacoes assumidas reu transferiu alienacao fiduciaria bem descrito supramencionado contrato saber veiculo marca volkswagen modelo gol chassi renavam placa ano modelo cor vermelha,"['garantia', 'obrigacoes', 'assumidas', 'reu', 'transferiu', 'alienacao', 'fiduciaria', 'bem', 'descrito', 'supramencionado', 'contrato', 'saber', 'veiculo', 'marca', 'volkswagen', 'modelo', 'gol', 'chassi', 'renavam', 'placa', 'ano', 'modelo', 'cor', 'vermelha']",24
outros,"São Paulo (Matriz) - Rua João Adolfo, 118, 4º Andar, Centro - São Paulo, SP - Telefone: (11) 3292-9800 / Fax: (11) 3292-9838",sao paulo matriz rua joao adolfo andar centro sao paulo sp telefone fax,"['sao', 'paulo', 'matriz', 'rua', 'joao', 'adolfo', 'andar', 'centro', 'sao', 'paulo', 'sp', 'telefone', 'fax']",13
contrato,"1. A autora concedeu ao réu um financiamento no valor de R$ 33.201,12 (trinta e três mil, duzentos e um reais e doze centavos), para ser restituído por meio de 48 (quarenta e oito) prestações mensais, nos valores R$ 691,69 (seiscentos e noventa e um reais e sessenta e nove centavos), com vencimento final em 03/06/2019, mediante Contrato de Financiamento nº 35380928, para Aquisição de Bens, garantido por Alienação Fiduciária, celebrado em 03/03/2015.",autora concedeu reu financiamento valor trinta tres mil duzentos reais doze centavos ser restituido meio quarenta oito prestacoes mensais valores seiscentos noventa reais sessenta nove centavos vencimento final mediante contrato financiamento aquisicao bens garantido alienacao fiduciaria celebrado,"['autora', 'concedeu', 'reu', 'financiamento', 'valor', 'trinta', 'tres', 'mil', 'duzentos', 'reais', 'doze', 'centavos', 'ser', 'restituido', 'meio', 'quarenta', 'oito', 'prestacoes', 'mensais', 'valores', 'seiscentos', 'noventa', 'reais', 'sessenta', 'nove', 'centavos', 'vencimento', 'final', 'mediante', 'contrato', 'financiamento', 'aquisicao', 'bens', 'garantido', 'alienacao', 'fiduciaria', 'celebrado']",37
outros,EXCELENTÍSSIMO SENHOR DOUTOR JUIZ DE DIREITO DA ª VARA CIVEL DA COMARCA DE CAPÃO BONITO DO ESTADO DE SÃO PAULO.,excelentissimo senhor doutor juiz direito vara civel comarca capao bonito estado sao paulo,"['excelentissimo', 'senhor', 'doutor', 'juiz', 'direito', 'vara', 'civel', 'comarca', 'capao', 'bonito', 'estado', 'sao', 'paulo']",13
constituicao_mora,"4 – O autor, seguindo os procedimentos estabelecidos pela Lei 13.043/2.014, constituiu a mora do réu por meio da notificação formalizada por carta registrada com aviso de recebimento (doc. junto).",autor seguindo procedimentos estabelecidos lei constituiu mora reu meio notificacao formalizada carta registrada aviso recebimento doc junto,"['autor', 'seguindo', 'procedimentos', 'estabelecidos', 'lei', 'constituiu', 'mora', 'reu', 'meio', 'notificacao', 'formalizada', 'carta', 'registrada', 'aviso', 'recebimento', 'doc', 'junto']",17
inadimplemento,"3 – Ocorre, porém, que a parte requerida tornou-se inadimplente, deixando de efetuar o pagamento das PRESTAÇÕES VENCIDAS de Nº 12/58 (VENCIDA DIA 18/09/2015) ATÉ 15/58 (VENCIDA DIA 18/12/2015), perfazendo a dívida o valor de R$ 3.641,72 (Três mil, seiscentos e quarenta e um reais e setenta e dois centavos), incorrendo em mora desde então, nos termos do Artigo 2º e § 2º, do Decreto- Lei 911/69, com as alterações da Lei 13.043/2.014.",ocorre porem parte requerida tornou inadimplente deixando efetuar pagamento prestacoes vencidas vencida dia ate vencida dia perfazendo divida valor tres mil seiscentos quarenta reais setenta dois centavos incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei,"['ocorre', 'porem', 'parte', 'requerida', 'tornou', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'vencidas', 'vencida', 'dia', 'ate', 'vencida', 'dia', 'perfazendo', 'divida', 'valor', 'tres', 'mil', 'seiscentos', 'quarenta', 'reais', 'setenta', 'dois', 'centavos', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei']",38
alienacao_fiduciaria,2 – Em garantia das obrigações assumidas o requerido transferiu em Alienação Fiduciária o bem descrito no supramencionado contrato e a saber: Modelo: VECTRA SEDAN ELEGANCE Chassi: 9BGAB69W08B216543 Marca: GM Renavam: 00949017078 Ano/Mod: 2007/2008 Cor: PRATA Placa: SP/DXB-1828 Movido: ÁLCOOL/GASOLINA,garantia obrigacoes assumidas requerido transferiu alienacao fiduciaria bem descrito supramencionado contrato saber modelo vectra sedan elegance chassi marca gm renavam ano mod cor prata placa sp dxb movido alcool gasolina,"['garantia', 'obrigacoes', 'assumidas', 'requerido', 'transferiu', 'alienacao', 'fiduciaria', 'bem', 'descrito', 'supramencionado', 'contrato', 'saber', 'modelo', 'vectra', 'sedan', 'elegance', 'chassi', 'marca', 'gm', 'renavam', 'ano', 'mod', 'cor', 'prata', 'placa', 'sp', 'dxb', 'movido', 'alcool', 'gasolina']",30
contrato,"1 – A Requerente exerce as atividades de administradora de consórcios e, nessas condições, constituiu o grupo nº. 5000, cota n°. 218, com prazo de duração de grupo em 80(Oitenta) meses e cota com 58(Cinquenta e oito) meses, onde o Requerido por sua vez, visando à aquisição do bem definido na inclusa PROPOSTA DE PARTICIPAÇÃO EM GRUPO DE CONSÓRCIO DE BEM MÓVEL DURÁVEL, integrou-se como participante do grupo já aludido adquirindo através do TERMO DE CESSÃO E TRANSFERÊNCIA DE COTA, sendo posteriormente contemplado em assembleia geral ordinária do grupo para aquisição do bem objeto de seu plano consorcial.",requerente exerce atividades administradora consorcios nessas condicoes constituiu grupo cota ndeg prazo duracao grupo oitenta meses cota cinquenta oito meses onde requerido vez visando aquisicao bem definido inclusa proposta participacao grupo consorcio bem movel duravel integrou participante grupo ja aludido adquirindo atraves termo cessao transferencia cota sendo posteriormente contemplado assembleia geral ordinaria grupo aquisicao bem objeto plano consorcial,"['requerente', 'exerce', 'atividades', 'administradora', 'consorcios', 'nessas', 'condicoes', 'constituiu', 'grupo', 'cota', 'ndeg', 'prazo', 'duracao', 'grupo', 'oitenta', 'meses', 'cota', 'cinquenta', 'oito', 'meses', 'onde', 'requerido', 'vez', 'visando', 'aquisicao', 'bem', 'definido', 'inclusa', 'proposta', 'participacao', 'grupo', 'consorcio', 'bem', 'movel', 'duravel', 'integrou', 'participante', 'grupo', 'ja', 'aludido', 'adquirindo', 'atraves', 'termo', 'cessao', 'transferencia', 'cota', 'sendo', 'posteriormente', 'contemplado', 'assembleia', 'geral', 'ordinaria', 'grupo', 'aquisicao', 'bem', 'objeto', 'plano', 'consorcial']",58
outros,"em desfavor de HEWERTON FERNANDO GOES, brasileiro, divorciado, vendedor, devidamente inscrito no CPF/MF sob nº 324.638.998-59, RG: 40721627 SSP/SP, com endereço residencial na Rua Morvan Guimarães, Nº 590-B, Bairro vila Toninho, CEP: 15077-170, no Município de São José do Rio Preto/SP, o que faz pelas razões de fato e de direito a seguir elencadas:",desfavor hewerton fernando goes brasileiro divorciado vendedor devidamente inscrito cpf mf sob rg ssp sp endereco residencial rua morvan guimaraes b bairro vila toninho cep municipio sao jose rio preto sp faz razoes fato direito seguir elencadas,"['desfavor', 'hewerton', 'fernando', 'goes', 'brasileiro', 'divorciado', 'vendedor', 'devidamente', 'inscrito', 'cpf', 'mf', 'sob', 'rg', 'ssp', 'sp', 'endereco', 'residencial', 'rua', 'morvan', 'guimaraes', 'b', 'bairro', 'vila', 'toninho', 'cep', 'municipio', 'sao', 'jose', 'rio', 'preto', 'sp', 'faz', 'razoes', 'fato', 'direito', 'seguir', 'elencadas']",37
outros,EXCELENTÍSSIMO (A) SENHOR (A) DOUTOR (A) JUIZ (A) DE DIREITO DA ___ª VARA CÍVEL DA COMARCA DE SÃO JOSE DO RIO PRETO – ESTADO DE SÃO PAULO.,excelentissimo senhor doutor juiz direito vara civel comarca sao jose rio preto estado sao paulo,"['excelentissimo', 'senhor', 'doutor', 'juiz', 'direito', 'vara', 'civel', 'comarca', 'sao', 'jose', 'rio', 'preto', 'estado', 'sao', 'paulo']",15
outros,ADVOGADOS,advogados,['advogados'],1
outros,ADVOGADOS,advogados,['advogados'],1
constituicao_mora,"5. O requerente, seguindo os procedimentos estabelecidos pela Lei 13.043/2014, constituiu a mora do réu, por meio de notificação formalizada por carta registrada com aviso de recebimento (doc. incluso).",requerente seguindo procedimentos estabelecidos lei constituiu mora reu meio notificacao formalizada carta registrada aviso recebimento doc incluso,"['requerente', 'seguindo', 'procedimentos', 'estabelecidos', 'lei', 'constituiu', 'mora', 'reu', 'meio', 'notificacao', 'formalizada', 'carta', 'registrada', 'aviso', 'recebimento', 'doc', 'incluso']",17
inadimplemento,"4. Ocorre, porém, que o requerido tornou-se inadimplente, deixando de efetuar o pagamento das prestações a partir de Outubro de 2015, incorrendo em mora desde então, nos termos do artigo 2º e $ 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014.",ocorre porem requerido tornou inadimplente deixando efetuar pagamento prestacoes partir outubro incorrendo mora desde entao termos artigo decreto lei alteracoes lei,"['ocorre', 'porem', 'requerido', 'tornou', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'outubro', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'decreto', 'lei', 'alteracoes', 'lei']",21
alienacao_fiduciaria,"3. Em garantia das obrigações assumidas o requerido transferiu em Alienação Fiduciária, o bem descrito no supramencionado contrato, a saber: 01 VEICULO USADO: Marca: LAND ROVER; Modelo: FREELANDER -2 4X4 SE 3.2 V-6 16; Cor: PRETA; Ano/Fab: 2008; Ano/Mod: 2009; Placa: FTO-1234; Chassi: SALFAZ4A69H117501; UF: SP; Renavam: 983573514.",garantia obrigacoes assumidas requerido transferiu alienacao fiduciaria bem descrito supramencionado contrato saber veiculo usado marca land rover modelo freelander v cor preta ano fab ano mod placa fto chassi uf sp renavam,"['garantia', 'obrigacoes', 'assumidas', 'requerido', 'transferiu', 'alienacao', 'fiduciaria', 'bem', 'descrito', 'supramencionado', 'contrato', 'saber', 'veiculo', 'usado', 'marca', 'land', 'rover', 'modelo', 'freelander', 'v', 'cor', 'preta', 'ano', 'fab', 'ano', 'mod', 'placa', 'fto', 'chassi', 'uf', 'sp', 'renavam']",32
